reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,0,0,0,t,1.8109791000606492,None,0,0,0,6,0.205630199983716,,0.2015109999338165,0.205630199983716,1.0002496000379324,1.0002496000379324,1.2171882999828085,2.88788149994798,t,1.8109791000606492,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,1,1,0,l,1.194518300006166,None,0,1,1,1,2.8954776000464335,,2.8910408000228927,2.8954776000464335,3.900003799935803,3.900003799935803,3.900003799935803,5.102225200040266,l,1.194518300006166,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
40,55,62,2,2,0,l,1.927019799943082,None,0,2,2,3,5.116677499958314,,5.105099200038239,5.116677499958314,6.1167601000051945,6.1167601000051945,6.1167601000051945,8.053517899941653,l,1.927019799943082,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,3,3,0,l,1.071686200099066,None,0,3,3,2,8.066653699963354,,8.056464200024493,8.066653699963354,9.06706279993523,9.06706279993523,9.06706279993523,10.153022599988617,l,1.071686200099066,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,4,4,0,l,1.2190761000383645,None,0,4,4,0,10.167038599960506,,10.15502770000603,10.167038599960506,11.166505699977279,11.166505699977279,11.166505699977279,12.386650200001895,l,1.2190761000383645,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
49,60,89,5,5,0,t,1.1336059999885038,None,0,5,5,4,12.400036599952728,,12.389522099983878,12.400036599952728,13.39988020004239,13.39988020004239,13.39988020004239,14.537186400033534,t,1.1336059999885038,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,6,6,0,t,1.2776233999757096,None,0,6,6,5,14.550141599960625,,14.540033799945377,14.550141599960625,15.550000299932435,15.550000299932435,15.550000299932435,16.836513499962166,t,1.2776233999757096,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,7,0,1,l,1.7175817999523133,None,1,0,7,1,16.850218700012192,,16.838747999980114,16.850218700012192,17.850025599938817,17.850025599938817,17.850025599938817,19.57006089994684,l,1.7175817999523133,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
40,55,62,8,1,1,l,2.8846514000324532,None,1,1,8,3,19.583730099955574,,19.572011500014924,19.583730099955574,20.58319269993808,20.58319269993808,20.58319269993808,23.469760700012557,l,2.8846514000324532,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,9,2,1,l,4.251539299963042,None,1,2,9,2,23.483884599991143,,23.471703900024295,23.483884599991143,24.483985499944538,24.483985499944538,24.483985499944538,28.7368712000316,l,4.251539299963042,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,10,3,1,t,3.556173500022851,None,1,3,10,0,28.749960000044666,,28.739401099970564,28.749960000044666,29.75000560004264,29.75000560004264,29.75000560004264,33.319964200025424,t,3.556173500022851,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
78,80,162,11,4,1,t,1.8344906999263912,None,1,4,11,6,33.33343110000715,,33.32289549999405,33.33343110000715,34.332761500030756,34.332761500030756,34.332761500030756,36.16868699993938,t,1.8344906999263912,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
49,60,89,12,5,1,l,3.1067556000780314,None,1,5,12,4,36.182981699937955,,36.17197959998157,36.182981699937955,37.18307379994076,37.18307379994076,37.18307379994076,40.30253800004721,l,3.1067556000780314,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,13,6,1,t,2.343057200079784,None,1,6,13,5,40.317120800027624,,40.30451159994118,40.317120800027624,41.3177743999986,41.3177743999986,41.3177743999986,43.669396799989045,t,2.343057200079784,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
49,60,89,14,0,2,l,4.565940200001933,None,2,0,14,4,43.68296979996376,,43.67243639996741,43.68296979996376,44.683466500020586,44.683466500020586,44.683466500020586,49.252891700016335,l,4.565940200001933,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,15,1,2,l,1.2511818000348285,None,2,1,15,2,49.26647829997819,,49.25494649994653,49.26647829997819,50.2664774999721,50.2664774999721,50.2664774999721,51.519521999987774,l,1.2511818000348285,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
78,80,162,16,2,2,t,2.538724899990484,None,2,2,16,6,51.53335219994187,,51.522503399988636,51.53335219994187,52.53264600003604,52.53264600003604,52.53264600003604,55.08546460000798,t,2.538724899990484,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,17,3,2,l,0.8060012001078576,None,2,3,17,1,55.09960840002168,,55.08740650000982,55.09960840002168,56.099382799933665,56.099382799933665,56.099382799933665,56.91879270004574,l,0.8060012001078576,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
40,55,62,18,4,2,l,1.9563376000151038,None,2,4,18,3,56.933219099999405,,56.9208638999844,56.933219099999405,57.93275369994808,57.93275369994808,57.93275369994808,59.90277669997886,l,1.9563376000151038,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,19,5,2,l,1.0120139999780804,None,2,5,19,0,59.9157600000035,,59.90474279993214,59.9157600000035,60.916524500004016,60.916524500004016,60.916524500004016,61.935991500038654,l,1.0120139999780804,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,20,6,2,l,2.496713600005023,None,2,6,20,5,61.94935759995133,,61.938367799972184,61.94935759995133,62.949341299943626,62.949341299943626,62.949341299943626,65.45323770004325,l,2.496713600005023,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
78,80,162,21,0,3,t,1.6325662999879569,None,3,0,21,6,65.46624870004598,,65.45572420000099,65.46624870004598,66.46619499998633,66.46619499998633,66.46619499998633,68.10216619994026,t,1.6325662999879569,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,22,1,3,l,1.2893886999227107,None,3,1,22,1,68.11642850004137,,68.10425920004491,68.11642850004137,69.11619390000124,69.11619390000124,69.11619390000124,70.41994239995256,l,1.2893886999227107,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,23,2,3,l,2.686053700046614,None,3,2,23,5,70.4326111000264,,70.4229072999442,70.4326111000264,71.43266639998183,71.43266639998183,71.43266639998183,74.12001559999771,l,2.686053700046614,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,24,3,3,l,2.6011516000144184,None,3,3,24,0,74.13269080000464,,74.12193040002603,74.13269080000464,75.13266589993145,75.13266589993145,75.13266589993145,77.73582159995567,l,2.6011516000144184,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
49,60,89,25,4,3,l,1.805401699966751,None,3,4,25,4,77.74938199995086,,77.73792280000634,77.74938199995086,78.74940179998521,78.74940179998521,78.74940179998521,80.5688850999577,l,1.805401699966751,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
40,55,62,26,5,3,l,2.297645900049247,None,3,5,26,3,80.58257099997718,,80.57083099999,80.58257099997718,81.58268929994665,81.58268929994665,81.58268929994665,83.88936210004613,l,2.297645900049247,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,27,6,3,l,2.1353443999541923,None,3,6,27,2,83.90100890002213,,83.89296169998124,83.90100890002213,84.89941790001467,84.89941790001467,84.91618920001201,87.05191789998207,l,2.1353443999541923,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,28,0,4,l,1.7575734000420198,None,4,0,28,0,87.0657113000052,,87.05412169999909,87.0657113000052,88.06547060003504,88.06547060003504,88.06547060003504,89.83551050000824,l,1.7575734000420198,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
49,60,89,29,1,4,l,2.423818300012499,None,4,1,29,4,89.8489164999919,,89.83760189998429,89.8489164999919,90.84885860001668,90.84885860001668,90.84885860001668,93.28547170001548,l,2.423818300012499,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
78,80,162,30,2,4,t,1.6474705999717116,None,4,2,30,6,93.29857370001264,,93.28772809996735,93.29857370001264,94.29919529997278,94.29919529997278,94.29919529997278,95.95179960003588,t,1.6474705999717116,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,31,3,4,l,1.1668443999951705,None,4,3,31,1,95.96559289994184,,95.95386280003004,95.96559289994184,96.96545290003996,96.96545290003996,96.96545290003996,98.13549619994592,l,1.1668443999951705,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,32,4,4,l,1.58893149998039,None,4,4,32,2,98.14916909998283,,98.13782990002073,98.14916909998283,99.1487533999607,99.1487533999607,99.1487533999607,100.75145660003182,l,1.58893149998039,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
40,55,62,33,5,4,l,1.9502488999860361,None,4,5,33,3,100.76575040002353,,100.75394930003677,100.76575040002353,101.76556400000118,101.76556400000118,101.76556400000118,103.71809650002979,l,1.9502488999860361,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,34,6,4,t,1.3632389000849798,None,4,6,34,5,103.73240490001626,,103.72002899996005,103.73240490001626,104.73241830000188,104.73241830000188,104.73241830000188,106.10134019993711,t,1.3632389000849798,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
27,50,21,35,0,5,l,3.778417600085959,None,5,0,35,2,106.11563499993645,,106.10326040000655,106.11563499993645,107.11537809995934,107.11537809995934,107.11537809995934,110.9018849999411,l,3.778417600085959,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
11,30,7,36,1,5,l,7.811621599947102,None,5,1,36,0,110.91535240004305,,110.90393789997324,110.91535240004305,111.91608939995058,111.91608939995058,111.91608939995058,119.73462590004783,l,7.811621599947102,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
67,75,119,37,2,5,t,3.529656699975021,None,5,2,37,5,119.74889449996408,,119.73659959994256,119.74889449996408,120.74897279997822,120.74897279997822,120.74897279997822,124.28422709996812,t,3.529656699975021,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
15,35,13,38,3,5,l,0.992715600063093,None,5,3,38,1,124.29827539995313,,124.2861896000104,124.29827539995313,125.29807689995505,125.29807689995505,125.29807689995505,126.30236420000438,l,0.992715600063093,None,902306,001,2024-11-21_14h23.01.886,Delay Discounting,2024.2.1post4,59.76561122231058,2024-11-21 14h23.09.910227 +0530,
